id,latitude,longitude,part_nmbr,serial_nmbr,information,information2,dimension,weight,origin,mobileapp_version_number,gps_precision,gps_age,gps_altitude,organizations_id,users_id,created,modified,modified_merged,crud,deleted,modified_timezone,object_categories_id,object_types_id,object_events_id,object_statuses_id,Detected
412404674,56.309077451828,10.628262680374,,,,,,,MobileApp,6.1.6229,0,1591616717671,0,241136,630302021,2020-04-14T18:27:49,2020-06-08T11:49:54,2020-06-08T11:45:17,U,,2020-06-08T11:45:17,100533,301432,500772,701063,42069
412404675,56.309203661164,10.628453607598,,,,,,,MobileApp,6.1.6229,0,1591616700752,0,241136,630302021,2020-04-14T18:27:49,2020-06-08T11:49:54,2020-06-08T11:45:00,U,,2020-06-08T11:45:00,100533,301432,500772,701063,42069
412404676,56.309103118672,10.628701765932,,,,,,,MobileApp,6.1.6368,0,1586888547736,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:22:27,C,,2020-04-14T18:22:27,100533,301432,500772,701063,42069
412404677,56.309044978481,10.62861498093,,,,,,,MobileApp,6.1.6229,0,1591616681623,0,241136,630302021,2020-04-14T18:27:49,2020-06-08T11:49:54,2020-06-08T11:44:41,U,,2020-06-08T11:44:41,100533,301432,500772,701063,42069
412404678,56.308906116142,10.628403941494,,,,,,,MobileApp,6.1.6368,0,1586888557268,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:22:37,C,,2020-04-14T18:22:37,100533,301432,500772,701063,42069
412404679,56.308744276021,10.62821906888,,,,,,,MobileApp,6.1.6368,0,1586888560821,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:22:40,C,,2020-04-14T18:22:40,100533,301432,500772,701063,42069
412404680,56.30855159933,10.628139405457,,,,,,,MobileApp,6.1.6368,0,1586888565138,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:22:45,C,,2020-04-14T18:22:45,100533,301432,500772,701063,42069
412404681,56.308393004615,10.628084778192,,,,,,,MobileApp,6.1.6385,0,1599484137320,0,241136,630302021,2020-04-14T18:27:50,2020-09-07T13:12:00,2020-09-07T13:08:57,U,,2020-09-07T13:08:57,100533,301432,500772,701063,42069
412404682,56.308229548255,10.628097091591,,,,,,,MobileApp,6.1.6378,0,1593117214159,0,241136,630302021,2020-04-14T18:27:50,2020-06-25T20:36:21,2020-06-25T20:33:34,U,,2020-06-25T20:33:34,100533,301432,500772,701063,42069
412404683,56.308178599306,10.628600953352,,,,,,,MobileApp,6.1.6368,0,1586888627473,0,241136,630302021,2020-04-14T18:27:50,2020-04-14T18:27:50,2020-04-14T18:23:47,C,,2020-04-14T18:23:47,100533,301432,500772,701063,42069
